EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT_LOW,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT_LOW,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT_LOW,
0,341200,0,0,198700,100,
0,343000,0,0,196900,100,
0,345400,0,0,194500,100,
0,345400,0,0,194500,100,
0,345400,0,0,194500,100,
0,343000,0,0,196900,100,
0,343000,0,0,196900,100,
0,343000,0,0,196900,100,
0,338800,0,0,201100,100,
0,338800,0,0,201100,100,
0,340600,0,0,199300,100,
0,340300,0,0,199600,100,
0,340300,0,0,199600,100,
0,334900,0,0,205000,100,
0,325300,0,0,214600,100,
0,325300,0,0,214600,100,
0,325300,0,0,214600,100,
0,325900,0,0,214000,100,
0,315100,0,0,224800,100,
0,315100,0,0,224800,100,
0,315400,0,0,224500,100,
0,315400,0,0,224500,100,
0,315400,0,0,224500,100,
0,316000,0,0,223900,100,
0,316000,0,0,223900,100,
0,321400,0,0,218500,100,
0,320800,0,0,219100,100,
0,320800,0,0,219100,100,
0,320800,0,0,219100,100,
0,320500,0,0,219400,100,
0,320500,0,0,219400,100,
0,320500,0,0,219400,100,
0,331900,0,0,208000,100,
0,335500,0,0,204400,100,
0,335500,0,0,204400,100,
0,335200,0,0,204700,100,
0,335200,0,0,204700,100,
0,337000,0,0,202900,100,
0,337300,0,0,202600,100,
0,337300,0,0,202600,100,
0,337300,0,0,202600,100,
0,337000,0,0,202900,100,
0,337000,0,0,202900,100,
0,347800,0,0,192100,100,
0,343600,0,0,196300,100,
0,343600,0,0,196300,100,
0,343600,0,0,196300,100,
0,343300,0,0,196600,100,
0,343300,0,0,196600,100,
0,343300,0,0,196600,100,
0,343600,0,0,196300,100,
0,347200,0,0,192700,100,
0,347200,0,0,192700,100,
0,346900,0,0,193000,100,
0,346900,0,0,193000,100,
0,346900,0,0,193000,100,
0,339100,0,0,200800,100,
0,339100,0,0,200800,100,
0,339100,0,0,200800,100,
0,341500,0,0,198400,100,
0,346900,0,0,193000,100,
0,346900,0,0,193000,100,
0,347500,0,0,192400,100,
0,347500,0,0,192400,100,
0,347500,0,0,192400,100,
0,348100,0,0,191800,100,
0,348100,0,0,191800,100,
0,348100,0,0,191800,100,
0,342100,0,0,197800,100,
0,340300,0,0,199600,100,
0,340300,0,0,199600,100,
0,340000,0,0,199900,100,
0,340000,0,0,199900,100,
0,340000,0,0,199900,100,
0,340600,0,0,199300,100,
0,340600,0,0,199300,100,
0,340600,0,0,199300,100,
0,346600,0,0,193300,100,
0,346600,0,0,193300,100,
0,346600,0,0,193300,100,
0,346900,0,0,193000,100,
0,350500,0,0,189400,100,
0,346900,0,0,193000,100,
0,346600,0,0,193300,100,
0,346600,0,0,193300,100,
0,346600,0,0,193300,100,
0,346900,0,0,193000,100,
0,345100,0,0,194800,100,
0,346900,0,0,193000,100,
0,346600,0,0,193300,100,
0,339400,0,0,200500,100,
0,339400,0,0,200500,100,
0,338800,0,0,201100,100,
0,338800,0,0,201100,100,
0,338800,0,0,201100,100,
0,327400,0,0,212500,100,
0,327400,0,0,212500,100,
0,327400,0,0,212500,100,
0,328000,0,0,211900,100,
0,328000,0,0,211900,100,
0,328000,0,0,211900,100,
0,328000,0,0,211900,100,
0,328000,0,0,211900,100,
0,328000,0,0,211900,100,
0,323800,0,0,216100,100,
0,323800,0,0,216100,100,
0,323800,0,0,216100,100,
0,323500,0,0,216400,100,
0,323500,0,0,216400,100,
0,321700,0,0,218200,100,
0,322000,0,0,217900,100,
0,325600,0,0,214300,100,
0,325600,0,0,214300,100,
0,325300,0,0,214600,100,
0,325300,0,0,214600,100,
0,325300,0,0,214600,100,
0,325600,0,0,214300,100,
0,325600,0,0,214300,100,
0,325600,0,0,214300,100,
0,325300,0,0,214600,100,
0,325300,0,0,214600,100,
0,325300,0,0,214600,100,
0,325900,0,0,214000,100,
0,325900,0,0,214000,100,
0,325900,0,0,214000,100,
0,335500,0,0,204400,100,
0,330100,0,0,209800,100,
0,322900,0,0,217000,100,
0,323200,0,0,216700,100,
0,323200,0,0,216700,100,
0,325000,0,0,214900,100,
0,325000,0,0,214900,100,
0,325000,0,0,214900,100,
0,325000,0,0,214900,100,
0,327400,0,0,212500,100,
0,327400,0,0,212500,100,
0,327400,0,0,212500,100,
0,321400,0,0,218500,100,
0,321400,0,0,218500,100,
0,321400,0,0,218500,100,
0,320800,0,0,219100,100,
0,328000,0,0,211900,100,
0,331600,0,0,208300,100,
0,322000,0,0,217900,100,
0,322000,0,0,217900,100,
0,323800,0,0,216100,100,
0,324400,0,0,215500,100,
0,324400,0,0,215500,100,
0,324400,0,0,215500,100,
0,335800,0,0,204100,100,
0,335800,0,0,204100,100,
0,335800,0,0,204100,100,
0,329800,0,0,210100,100,
0,329800,0,0,210100,100,
0,329800,0,0,210100,100,
0,330400,0,0,209500,100,
0,330400,0,0,209500,100,
0,330400,0,0,209500,100,
0,324400,0,0,215500,100,
0,324400,0,0,215500,100,
0,324400,0,0,215500,100,
0,324100,0,0,215800,100,
0,322300,0,0,217600,100,
0,324100,0,0,215800,100,
0,324400,0,0,215500,100,
0,335200,0,0,204700,100,
0,335200,0,0,204700,100,
0,334900,0,0,205000,100,
0,334900,0,0,205000,100,
0,334900,0,0,205000,100,
0,335200,0,0,204700,100,
0,335200,0,0,204700,100,
0,335200,0,0,204700,100,
0,334900,0,0,205000,100,
0,334900,0,0,205000,100,
0,340300,0,0,199600,100,
0,340600,0,0,199300,100,
0,340600,0,0,199300,100,
0,340600,0,0,199300,100,
0,340300,0,0,199600,100,
0,340300,0,0,199600,100,
0,340300,0,0,199600,100,
0,339700,0,0,200200,100,
0,341500,0,0,198400,100,
0,341500,0,0,198400,100,
0,341200,0,0,198700,100,
0,341200,0,0,198700,100,
0,341200,0,0,198700,100,
0,340600,0,0,199300,100,
0,349600,0,0,190300,100,
0,349600,0,0,190300,100,
0,350200,0,0,189700,100,
0,350200,0,0,189700,100,
0,350200,0,0,189700,100,
0,347800,0,0,192100,100,
0,347800,0,0,192100,100,
0,347800,0,0,192100,100,
0,355600,0,0,184300,100,
0,355600,0,0,184300,100,
0,344800,0,0,195100,100,
0,344200,0,0,195700,100,
0,335200,0,0,204700,100,
0,335200,0,0,204700,100,
0,329200,0,0,210700,100,
0,329200,0,0,210700,100,
0,331000,0,0,208900,100,
0,328600,0,0,211300,100,
0,319600,0,0,220300,100,
0,319600,0,0,220300,100,
0,325600,0,0,214300,100,
0,320200,0,0,219700,100,
0,320200,0,0,219700,100,
0,320500,0,0,219400,100,
0,320500,0,0,219400,100,
0,320500,0,0,219400,100,
0,321100,0,0,218800,100,
0,321100,0,0,218800,100,
0,321100,0,0,218800,100,
0,315100,0,0,224800,100,
0,315100,0,0,224800,100,
0,324100,0,0,215800,100,
0,323800,0,0,216100,100,
0,323800,0,0,216100,100,
0,325600,0,0,214300,100,
0,325900,0,0,214000,100,
0,320500,0,0,219400,100,
0,320500,0,0,219400,100,
0,320500,0,0,219400,100,
0,327700,0,0,212200,100,
0,329500,0,0,210400,100,
0,335500,0,0,204400,100,
0,335500,0,0,204400,100,
0,335500,0,0,204400,100,
0,335200,0,0,204700,100,
0,335200,0,0,204700,100,
0,335200,0,0,204700,100,
0,334600,0,0,205300,100,
0,334600,0,0,205300,100,
0,338200,0,0,201700,100,
0,335800,0,0,204100,100,
0,335800,0,0,204100,100,
0,335800,0,0,204100,100,
0,336100,0,0,203800,100,
0,339700,0,0,200200,100,
0,339700,0,0,200200,100,
0,340300,0,0,199600,100,
0,340300,0,0,199600,100,
0,343900,0,0,196000,100,
0,344200,0,0,195700,100,
0,344200,0,0,195700,100,
0,349600,0,0,190300,100,
0,349300,0,0,190600,100,
0,349300,0,0,190600,100,
0,349300,0,0,190600,100,
0,348700,0,0,191200,100,
0,341500,0,0,198400,100,
0,348700,0,0,191200,100,
0,348400,0,0,191500,100,
0,348400,0,0,191500,100,
0,348400,0,0,191500,100,
0,348700,0,0,191200,100,
0,348700,0,0,191200,100,
0,348700,0,0,191200,100,
0,348100,0,0,191800,100,
0,348100,0,0,191800,100,
0,348100,0,0,191800,100,
0,348700,0,0,191200,100,
0,352300,0,0,187600,100,
0,354100,0,0,185800,100,
0,346300,0,0,193600,100,
0,346300,0,0,193600,100,
0,340900,0,0,199000,100,
0,340300,0,0,199600,100,
0,340300,0,0,199600,100,
0,336700,0,0,203200,100,
0,336400,0,0,203500,100,
0,336400,0,0,203500,100,
0,336400,0,0,203500,100,
0,336700,0,0,203200,100,
0,336700,0,0,203200,100,
0,342100,0,0,197800,100,
0,342700,0,0,197200,100,
0,348100,0,0,191800,100,
0,349900,0,0,190000,100,
0,350200,0,0,189700,100,
0,350200,0,0,189700,100,
0,352000,0,0,187900,100,
0,351700,0,0,188200,100,
0,351700,0,0,188200,100,
0,351700,0,0,188200,100,
0,357700,0,0,182200,100,
0,357700,0,0,182200,100,
0,357700,0,0,182200,100,
0,357400,0,0,182500,100,
0,352000,0,0,187900,100,
0,352000,0,0,187900,100,
0,346000,0,0,193900,100,
0,346000,0,0,193900,100,
0,346000,0,0,193900,100,
0,345400,0,0,194500,100,
0,352600,0,0,187300,100,
0,352600,0,0,187300,100,
0,352900,0,0,187000,100,
0,352900,0,0,187000,100,
0,352900,0,0,187000,100,
0,360700,0,0,179200,100,
0,358900,0,0,181000,100,
0,358900,0,0,181000,100,
0,359200,0,0,180700,100,
0,359200,0,0,180700,100,
0,359200,0,0,180700,100,
0,358900,0,0,181000,100,
0,358900,0,0,181000,100,
0,351700,0,0,188200,100,
0,340300,0,0,199600,100,
0,342100,0,0,197800,100,
0,342100,0,0,197800,100,
0,334300,0,0,205600,100,
0,334300,0,0,205600,100,
0,334300,0,0,205600,100,
0,340300,0,0,199600,100,
0,340300,0,0,199600,100,
0,340300,0,0,199600,100,
0,340000,0,0,199900,100,
0,340000,0,0,199900,100,
0,340000,0,0,199900,100,
0,347800,0,0,192100,100,
0,347800,0,0,192100,100,
0,347800,0,0,192100,100,
0,347500,0,0,192400,100,
0,347500,0,0,192400,100,
0,342100,0,0,197800,100,
0,341500,0,0,198400,100,
0,341500,0,0,198400,100,
0,341500,0,0,198400,100,
0,345700,0,0,194200,100,
0,333100,0,0,206800,100,
0,342100,0,0,197800,100,
0,341500,0,0,198400,100,
0,341500,0,0,198400,100,
0,352300,0,0,187600,100,
0,356500,0,0,183400,100,
0,356500,0,0,183400,100,
0,358300,0,0,181600,100,
0,358900,0,0,181000,100,
0,358900,0,0,181000,100,
0,358900,0,0,181000,100,
0,358600,0,0,181300,100,
0,358600,0,0,181300,100,
0,351400,0,0,188500,100,
0,350800,0,0,189100,100,
0,350800,0,0,189100,100,
0,350800,0,0,189100,100,
0,351400,0,0,188500,100,
0,351400,0,0,188500,100,
0,349600,0,0,190300,100,
0,343600,0,0,196300,100,
0,343600,0,0,196300,100,
0,343600,0,0,196300,100,
0,343300,0,0,196600,100,
0,337900,0,0,202000,100,
0,341500,0,0,198400,100,
0,331900,0,0,208000,100,
0,331900,0,0,208000,100,
0,331900,0,0,208000,100,
0,331600,0,0,208300,100,
0,333400,0,0,206500,100,
0,333400,0,0,206500,100,
0,333700,0,0,206200,100,
0,337300,0,0,202600,100,
0,337300,0,0,202600,100,
0,337900,0,0,202000,100,
0,343300,0,0,196600,100,
0,343300,0,0,196600,100,
0,343600,0,0,196300,100,
0,343600,0,0,196300,100,
0,343600,0,0,196300,100,
0,344200,0,0,195700,100,
0,346000,0,0,193900,100,
0,351400,0,0,188500,100,
0,351700,0,0,188200,100,
0,355300,0,0,184600,100,
0,351700,0,0,188200,100,
0,351400,0,0,188500,100,
0,351400,0,0,188500,100,
0,355000,0,0,184900,100,
0,355300,0,0,184600,100,
0,355300,0,0,184600,100,
0,355300,0,0,184600,100,
0,355000,0,0,184900,100,
0,355000,0,0,184900,100,
0,355000,0,0,184900,100,
0,349000,0,0,190900,100,
0,349000,0,0,190900,100,
0,349000,0,0,190900,100,
0,355000,0,0,184900,100,
0,355000,0,0,184900,100,
0,362200,0,0,177700,100,
0,356200,0,0,183700,100,
0,358000,0,0,181900,100,
0,358000,0,0,181900,100,
0,357400,0,0,182500,100,
0,357400,0,0,182500,100,
0,357400,0,0,182500,100,
0,357700,0,0,182200,100,
0,357700,0,0,182200,100,
0,357700,0,0,182200,100,
0,358300,0,0,181600,100,
0,358300,0,0,181600,100,
0,358300,0,0,181600,100,
0,358600,0,0,181300,100,
0,358600,0,0,181300,100,
0,353200,0,0,186700,100,
0,353800,0,0,186100,100,
0,353800,0,0,186100,100,
0,364600,0,0,175300,100,
0,364900,0,0,175000,100,
0,364900,0,0,175000,100,
0,372100,0,0,167800,100,
0,372700,0,0,167200,100,
0,372700,0,0,167200,100,
0,372700,0,0,167200,100,
0,372100,0,0,167800,100,
0,377500,0,0,162400,100,
0,381100,0,0,158800,100,
0,380800,0,0,159100,100,
0,375400,0,0,164500,100,
0,379000,0,0,160900,100,
0,379600,0,0,160300,100,
0,379600,0,0,160300,100,
0,383200,0,0,156700,100,
0,383800,0,0,156100,100,
0,383800,0,0,156100,100,
0,376600,0,0,163300,100,
0,376000,0,0,163900,100,
0,379600,0,0,160300,100,
0,379600,0,0,160300,100,
0,370300,0,0,169600,100,
0,370300,0,0,169600,100,
0,370300,0,0,169600,100,
0,370600,0,0,169300,100,
0,370600,0,0,169300,100,
0,381400,0,0,158500,100,
0,377200,0,0,162700,100,
0,377200,0,0,162700,100,
0,371800,0,0,168100,100,
0,364000,0,0,175900,100,
0,364000,0,0,175900,100,
0,360400,0,0,179500,100,
0,352600,0,0,187300,100,
0,352600,0,0,187300,100,
0,345400,0,0,194500,100,
0,346000,0,0,193900,100,
0,346000,0,0,193900,100,
0,346000,0,0,193900,100,
0,345700,0,0,194200,100,
0,345700,0,0,194200,100,
0,345700,0,0,194200,100,
0,355300,0,0,184600,100,
0,355300,0,0,184600,100,
0,355300,0,0,184600,100,
0,355000,0,0,184900,100,
0,358600,0,0,181300,100,
0,358600,0,0,181300,100,
0,368200,0,0,171700,100,
0,368200,0,0,171700,100,
0,375400,0,0,164500,100,
0,375400,0,0,164500,100,
0,375400,0,0,164500,100,
0,377200,0,0,162700,100,
0,376600,0,0,163300,100,
0,376600,0,0,163300,100,
0,376600,0,0,163300,100,
0,376300,0,0,163600,100,
0,376300,0,0,163600,100,
0,376300,0,0,163600,100,
0,382300,0,0,157600,100,
0,371500,0,0,168400,100,
0,371500,0,0,168400,100,
0,371200,0,0,168700,100,
0,371200,0,0,168700,100,
0,371200,0,0,168700,100,
0,382600,0,0,157300,100,
0,395200,0,0,144700,100,
0,395200,0,0,144700,100,
0,394900,0,0,145000,100,
0,393100,0,0,146800,100,
0,393100,0,0,146800,100,
0,393400,0,0,146500,100,
0,393400,0,0,146500,100,
0,402400,0,0,137500,100,
0,402100,0,0,137800,100,
0,398500,0,0,141400,100,
0,398500,0,0,141400,100,
0,398800,0,0,141100,100,
0,398800,0,0,141100,100,
0,398800,0,0,141100,100,
0,398500,0,0,141400,100,
0,389500,0,0,150400,100,
0,380500,0,0,159400,100,
0,380800,0,0,159100,100,
0,380800,0,0,159100,100,
0,380800,0,0,159100,100,
0,380500,0,0,159400,100,
0,380500,0,0,159400,100,
0,391300,0,0,148600,100,
0,390700,0,0,149200,100,
0,390700,0,0,149200,100,
0,390700,0,0,149200,100,
0,391300,0,0,148600,100,
0,391300,0,0,148600,100,
0,396700,0,0,143200,100,
0,397000,0,0,142900,100,
0,389800,0,0,150100,100,
0,389800,0,0,150100,100,
0,382000,0,0,157900,100,
0,382000,0,0,157900,100,
0,382000,0,0,157900,100,
0,382300,0,0,157600,100,
0,378700,0,0,161200,100,
0,384100,0,0,155800,100,
0,388300,0,0,151600,100,
0,386500,0,0,153400,100,
0,384700,0,0,155200,100,
0,385300,0,0,154600,100,
0,383500,0,0,156400,100,
0,390700,0,0,149200,100,
0,391300,0,0,148600,100,
0,391300,0,0,148600,100,
0,391300,0,0,148600,100,
0,391600,0,0,148300,100,
0,391600,0,0,148300,100,
0,391600,0,0,148300,100,
0,403000,0,0,136900,100,
0,403000,0,0,136900,100,
0,403000,0,0,136900,100,
0,403300,0,0,136600,100,
0,405100,0,0,134800,100,
0,405100,0,0,134800,100,
0,404500,0,0,135400,100,
0,404500,0,0,135400,100,
0,404500,0,0,135400,100,
0,404800,0,0,135100,100,
0,404800,0,0,135100,100,
0,406600,0,0,133300,100,
0,406300,0,0,133600,100,
0,406300,0,0,133600,100,
0,406300,0,0,133600,100,
0,406900,0,0,133000,100,
0,406900,0,0,133000,100,
0,394300,0,0,145600,100,
0,405700,0,0,134200,100,
0,405700,0,0,134200,100,
0,405700,0,0,134200,100,
0,406000,0,0,133900,100,
0,406000,0,0,133900,100,
0,406000,0,0,133900,100,
0,405700,0,0,134200,100,
0,405700,0,0,134200,100,
0,405700,0,0,134200,100,
0,405100,0,0,134800,100,
0,405100,0,0,134800,100,
0,412300,0,0,127600,100,
0,412000,0,0,127900,100,
0,413800,0,0,126100,100,
0,417400,0,0,122500,100,
0,417700,0,0,122200,100,
0,414100,0,0,125800,100,
0,421300,0,0,118600,100,
0,421000,0,0,118900,100,
0,428200,0,0,111700,100,
0,428200,0,0,111700,100,
0,428500,0,0,111400,100,
0,432100,0,0,107800,100,
0,432100,0,0,107800,100,
0,431500,0,0,108400,100,
0,431500,0,0,108400,100,
0,431500,0,0,108400,100,
0,430900,0,0,109000,100,
0,430900,0,0,109000,100,
0,434500,0,0,105400,100,
0,445900,0,0,94000,100,
0,445900,0,0,94000,100,
0,445900,0,0,94000,100,
0,453700,0,0,86200,100,
0,453700,0,0,86200,100,
0,451900,0,0,88000,100,
0,451600,0,0,88300,100,
0,451600,0,0,88300,100,
0,451600,0,0,88300,100,
0,445600,0,0,94300,100,
0,445600,0,0,94300,100,
0,445600,0,0,94300,100,
0,446200,0,0,93700,100,
0,446200,0,0,93700,100,
0,446200,0,0,93700,100,
0,443800,0,0,96100,100,
0,433000,0,0,106900,100,
0,433000,0,0,106900,100,
0,428800,0,0,111100,100,
0,430600,0,0,109300,100,
0,430600,0,0,109300,100,
0,430000,0,0,109900,100,
0,430000,0,0,109900,100,
0,437200,0,0,102700,100,
0,436900,0,0,103000,100,
0,424300,0,0,115600,100,
0,422500,0,0,117400,100,
0,421900,0,0,118000,100,
0,420100,0,0,119800,100,
0,425500,0,0,114400,100,
0,425200,0,0,114700,100,
0,427000,0,0,112900,100,
0,427000,0,0,112900,100,
0,426400,0,0,113500,100,
0,426400,0,0,113500,100,
0,439000,0,0,100900,100,
0,439600,0,0,100300,100,
0,428800,0,0,111100,100,
0,428800,0,0,111100,100,
0,429100,0,0,110800,100,
0,427300,0,0,112600,100,
0,427300,0,0,112600,100,
0,427000,0,0,112900,100,
0,427000,0,0,112900,100,
0,418000,0,0,121900,100,
0,418300,0,0,121600,100,
0,418300,0,0,121600,100,
0,414700,0,0,125200,100,
0,412300,0,0,127600,100,
0,412300,0,0,127600,100,
0,412300,0,0,127600,100,
0,411700,0,0,128200,100,
0,411700,0,0,128200,100,
0,411700,0,0,128200,100,
0,411400,0,0,128500,100,
0,411400,0,0,128500,100,
0,413200,0,0,126700,100,
0,412600,0,0,127300,100,
0,412600,0,0,127300,100,
0,412600,0,0,127300,100,
0,413200,0,0,126700,100,
0,409600,0,0,130300,100,
0,409600,0,0,130300,100,
0,409900,0,0,130000,100,
0,415300,0,0,124600,100,
0,413500,0,0,126400,100,
0,413200,0,0,126700,100,
0,409600,0,0,130300,100,
0,409600,0,0,130300,100,
0,419200,0,0,120700,100,
0,419200,0,0,120700,100,
0,424600,0,0,115300,100,
0,430600,0,0,109300,100,
0,419800,0,0,120100,100,
0,419800,0,0,120100,100,
0,412000,0,0,127900,100,
0,417400,0,0,122500,100,
0,421000,0,0,118900,100,
0,421600,0,0,118300,100,
0,421600,0,0,118300,100,
0,421600,0,0,118300,100,
0,421000,0,0,118900,100,
0,421000,0,0,118900,100,
0,419200,0,0,120700,100,
0,419800,0,0,120100,100,
0,419800,0,0,120100,100,
0,421600,0,0,118300,100,
0,421900,0,0,118000,100,
0,421900,0,0,118000,100,
0,421900,0,0,118000,100,
0,422500,0,0,117400,100,
0,413500,0,0,126400,100,
0,413500,0,0,126400,100,
0,407500,0,0,132400,100,
0,407500,0,0,132400,100,
0,407500,0,0,132400,100,
0,409900,0,0,130000,100,
0,409900,0,0,130000,100,
0,406300,0,0,133600,100,
0,406900,0,0,133000,100,
0,406900,0,0,133000,100,
0,417700,0,0,122200,100,
0,409900,0,0,130000,100,
0,409900,0,0,130000,100,
0,409900,0,0,130000,100,
0,410200,0,0,129700,100,
0,410200,0,0,129700,100,
0,410200,0,0,129700,100,
0,416200,0,0,123700,100,
0,416200,0,0,123700,100,
0,416200,0,0,123700,100,
0,410200,0,0,129700,100,
0,412000,0,0,127900,100,
0,413800,0,0,126100,100,
0,413200,0,0,126700,100,
0,413200,0,0,126700,100,
0,413200,0,0,126700,100,
0,413500,0,0,126400,100,
0,413500,0,0,126400,100,
0,413500,0,0,126400,100,
0,413200,0,0,126700,100,
0,415000,0,0,124900,100,
0,415000,0,0,124900,100,
0,415300,0,0,124600,100,
0,415300,0,0,124600,100,
0,415300,0,0,124600,100,
0,415000,0,0,124900,100,
0,415000,0,0,124900,100,
0,415000,0,0,124900,100,
0,415300,0,0,124600,100,
0,415300,0,0,124600,100,
0,413500,0,0,126400,100,
0,412900,0,0,127000,100,
0,412900,0,0,127000,100,
0,412900,0,0,127000,100,
0,413200,0,0,126700,100,
0,413200,0,0,126700,100,
0,413200,0,0,126700,100,
0,412900,0,0,127000,100,
0,412900,0,0,127000,100,
0,412900,0,0,127000,100,
0,405100,0,0,134800,100,
0,405100,0,0,134800,100,
0,405100,0,0,134800,100,
0,404800,0,0,135100,100,
0,404800,0,0,135100,100,
0,399400,0,0,140500,100,
0,399700,0,0,140200,100,
0,399700,0,0,140200,100,
0,399700,0,0,140200,100,
0,399400,0,0,140500,100,
0,399400,0,0,140500,100,
0,399400,0,0,140500,100,
0,401800,0,0,138100,100,
0,401800,0,0,138100,100,
0,401800,0,0,138100,100,
0,401500,0,0,138400,100,
0,399700,0,0,140200,100,
0,399700,0,0,140200,100,
0,400000,0,0,139900,100,
0,400000,0,0,139900,100,
0,403600,0,0,136300,100,
0,401200,0,0,138700,100,
0,401200,0,0,138700,100,
0,401200,0,0,138700,100,
0,400600,0,0,139300,100,
0,400600,0,0,139300,100,
0,402400,0,0,137500,100,
0,402100,0,0,137800,100,
0,402100,0,0,137800,100,
0,402100,0,0,137800,100,
0,394300,0,0,145600,100,
0,396100,0,0,143800,100,
0,396100,0,0,143800,100,
0,395800,0,0,144100,100,
0,395800,0,0,144100,100,
0,395800,0,0,144100,100,
0,393400,0,0,146500,100,
0,393400,0,0,146500,100,
0,386200,0,0,153700,100,
0,382000,0,0,157900,100,
0,382000,0,0,157900,100,
0,382000,0,0,157900,100,
0,381400,0,0,158500,100,
0,381400,0,0,158500,100,
0,381400,0,0,158500,100,
0,381100,0,0,158800,100,
0,381100,0,0,158800,100,
0,375700,0,0,164200,100,
0,376000,0,0,163900,100,
0,376000,0,0,163900,100,
0,376000,0,0,163900,100,
0,387400,0,0,152500,100,
0,374800,0,0,165100,100,
0,380200,0,0,159700,100,
0,386200,0,0,153700,100,
0,388000,0,0,151900,100,
0,388000,0,0,151900,100,
0,387700,0,0,152200,100,
0,389500,0,0,150400,100,
0,389500,0,0,150400,100,
0,395500,0,0,144400,100,
0,397300,0,0,142600,100,
0,397300,0,0,142600,100,
0,401500,0,0,138400,100,
0,396100,0,0,143800,100,
0,396100,0,0,143800,100,
0,402100,0,0,137800,100,
0,402100,0,0,137800,100,
0,396700,0,0,143200,100,
0,388900,0,0,151000,100,
0,388900,0,0,151000,100,
0,388900,0,0,151000,100,
0,389200,0,0,150700,100,
0,389200,0,0,150700,100,
0,389200,0,0,150700,100,
0,389800,0,0,150100,100,
0,386200,0,0,153700,100,
0,386200,0,0,153700,100,
0,390400,0,0,149500,100,
0,397600,0,0,142300,100,
0,397600,0,0,142300,100,
0,389800,0,0,150100,100,
0,386200,0,0,153700,100,
0,386200,0,0,153700,100,
0,394000,0,0,145900,100,
0,386800,0,0,153100,100,
0,392200,0,0,147700,100,
0,391900,0,0,148000,100,
0,384700,0,0,155200,100,
0,397300,0,0,142600,100,
0,406900,0,0,133000,100,
0,406900,0,0,133000,100,
0,406900,0,0,133000,100,
0,406600,0,0,133300,100,
0,406600,0,0,133300,100,
0,406600,0,0,133300,100,
0,406600,0,0,133300,100,
0,412000,0,0,127900,100,
0,412000,0,0,127900,100,
0,411700,0,0,128200,100,
0,408100,0,0,131800,100,
0,408100,0,0,131800,100,
0,407500,0,0,132400,100,
0,418300,0,0,121600,100,
0,418300,0,0,121600,100,
0,418000,0,0,121900,100,
0,418000,0,0,121900,100,
0,418000,0,0,121900,100,
0,418300,0,0,121600,100,
0,418300,0,0,121600,100,
0,418300,0,0,121600,100,
0,418900,0,0,121000,100,
0,418900,0,0,121000,100,
0,418900,0,0,121000,100,
0,418300,0,0,121600,100,
0,418300,0,0,121600,100,
0,416500,0,0,123400,100,
0,412300,0,0,127600,100,
0,405100,0,0,134800,100,
0,406900,0,0,133000,100,
0,407200,0,0,132700,100,
0,407200,0,0,132700,100,
0,401800,0,0,138100,100,
0,402400,0,0,137500,100,
0,402400,0,0,137500,100,
0,402400,0,0,137500,100,
0,406600,0,0,133300,100,
0,406600,0,0,133300,100,
0,413800,0,0,126100,100,
0,425200,0,0,114700,100,
0,425200,0,0,114700,100,
0,418000,0,0,121900,100,
0,417400,0,0,122500,100,
0,417400,0,0,122500,100,
0,422800,0,0,117100,100,
0,422500,0,0,117400,100,
0,418900,0,0,121000,100,
0,418900,0,0,121000,100,
0,419500,0,0,120400,100,
0,426700,0,0,113200,100,
0,426700,0,0,113200,100,
0,422500,0,0,117400,100,
0,411700,0,0,128200,100,
0,411700,0,0,128200,100,
0,412000,0,0,127900,100,
0,412000,0,0,127900,100,
0,412000,0,0,127900,100,
0,411700,0,0,128200,100,
0,411700,0,0,128200,100,
0,411700,0,0,128200,100,
0,412300,0,0,127600,100,
0,412300,0,0,127600,100,
0,412300,0,0,127600,100,
0,420100,0,0,119800,100,
0,420100,0,0,119800,100,
0,420100,0,0,119800,100,
0,414100,0,0,125800,100,
0,415900,0,0,124000,100,
0,415900,0,0,124000,100,
0,416500,0,0,123400,100,
0,416500,0,0,123400,100,
0,416500,0,0,123400,100,
0,426100,0,0,113800,100,
0,431500,0,0,108400,100,
0,440500,0,0,99400,100,
0,440200,0,0,99700,100,
0,440200,0,0,99700,100,
0,438400,0,0,101500,100,
0,438700,0,0,101200,100,
0,438700,0,0,101200,100,
0,438700,0,0,101200,100,
0,439300,0,0,100600,100,
0,439300,0,0,100600,100,
0,439300,0,0,100600,100,
0,439600,0,0,100300,100,
0,452200,0,0,87700,100,
0,452200,0,0,87700,100,
0,451900,0,0,88000,100,
0,451900,0,0,88000,100,
0,451900,0,0,88000,100,
0,452200,0,0,87700,100,
0,452200,0,0,87700,100,
0,454000,0,0,85900,100,
0,453700,0,0,86200,100,
0,453700,0,0,86200,100,
0,453700,0,0,86200,100,
0,454000,0,0,85900,100,
0,454000,0,0,85900,100,
0,454000,0,0,85900,100,
0,453400,0,0,86500,100,
0,458800,0,0,81100,100,
0,471400,0,0,68500,100,
0,471700,0,0,68200,100,
0,478900,0,0,61000,100,
0,478900,0,0,61000,100,
0,478600,0,0,61300,100,
0,478600,0,0,61300,100,
0,478600,0,0,61300,100,
